PLAY "Spielen"
ITEMS_AUTOMATONDRILLWOOD_PREFIX1 "Bohrer"
ITEMS_AUTOMATONCRAFTINGWOOD_PREFIX1 "Handwerk"
ITEMS_REPAIRAUTOMATONARMSIRON_PREFIX1 "Reparieren"
ITEMS_KABOOMHEAD_AMOUNT "Kaboom"
PROTECTION_MASS_DESCRIPTION "Die Messe wird mit der Absicht gefeiert, die Untergebenen vor {1} zu schützen."
PROTECTION_MASS_SHORT_NAME "Schutz vor {1}"
PROTECTION_MASS_NAME "Liturgisches Buch für Schutz vor {1}"
PROTECTION_RING_NAME "Ring des Schutzes vor {1}"
PROTECTION_RING_SHORT_NAME "gegen {1}"

ITEMS_UNDEADPROTECTIONRING5_NAME "Untote"
ITEMS_ELFPROTECTIONRING5_NAME "Elfen"
ITEMS_DWARFPROTECTIONRING5_NAME "Zwerge"
ITEMS_GREENSKINPROTECTIONRING5_NAME "Grünhäute"
ITEMS_DRAGONPROTECTIONRING15_NAME "Drachen"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME16 "Drachen"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME17 "Dämonen"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME18 "Untote"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME19 "Elfen"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME20 "Grünhäute"
ITEMS_PRAYERBOOKPROTECTION_SHORTNAME21 "Echsenmenschen"

BUFFS_DAM_BONUS_NAME "Schaden"
BUFFS_DEF_BONUS_NAME "Verteidigung"
BUFFS_THICK_SKIN_NAME "Dickhäuter"
BUFFS_THICK_SKIN_ADJECTIVE "Dickhäuter"
BUFFS_IRON_ARMS_NAME "Eisenarme"
BUFFS_IRON_ARMS_ADJECTIVE "Eisenarme"
BUFFS_STABLE_HAND_NAME "Ruhige Hand"
BUFFS_STABLE_HAND_ADJECTIVE "Ruhige Hand"
BUFFS_PIERCING_VOICE_NAME "Durchdringende Stimme"
BUFFS_PIERCING_VOICE_ADJECTIVE "Durchdringende Stimme"

SPELLS_MAGIC_MISSILE_EFFECT2 "Schießt ein magisches Geschoss ab"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT2 "Schießt ein magisches Geschoss ab"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT2 "Schießt ein magisches Geschoss ab"
SPELLS_MAGIC_MISSILE_EFFECT3 "Schießt ein heiliges Geschoss ab"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT3 "Schießt ein heiliges Geschoss ab"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT3 "Schießt ein heiliges Geschoss ab"
SPELLS_SHOOT_ARROW_EFFECT1 "Schießt einen Pfeil ab"
SPELLS_SHOOT_BOLT_EFFECT1 "Schießt einen Bolzen ab"


WAIT_COMMAND_NAME "Warten"
WAIT_COMMAND_DESCRIPTION "Warten, bis alle anderen Teammitglieder ihre Züge gemacht haben (überspringt den Zug nicht)."
DISMOUNT_COMMAND_NAME "Absteigen"
DISMOUNT_COMMAND_DESCRIPTION "Steige von deinem Reittier ab."
MOUNT_COMMAND_DESCRIPTION "Besteige ein Reittier."
FIRE_RANGED_WEAPON_OR_SPELL "Fernkampfwaffe oder Zauber abfeuern"
CHAT_COMMAND_DESCRIPTION "Mit jemandem plaudern."
HIDE_COMMAND_NAME "Verstecken"
HIDE_COMMAND_DESCRIPTION "Sich hinter oder unter einem Geländeelement oder Möbelstück verstecken."
DROP_EVERYTHING_COMMAND_NAME "Alles fallen lassen"
DROP_EVERYTHING_COMMAND_DESCRIPTION "Alle Gegenstände im Besitz fallen lassen."
MESSAGE_HISTORY "Nachrichtenverlauf"
ABSORB_COMMAND_DESCRIPTION "Absorbiere eine verbündete Kreatur und erbe ihre Eigenschaften. Erfordert die Absorptionsfähigkeit."

MAGE_SPELL_SCHOOL_NAME "Magier"
HEALER_SPELL_SCHOOL_NAME "Heiler"
SPIRITUALIST_SPELL_SCHOOL_NAME "Spiritualist"
FIRE_SPELL_SCHOOL_NAME "Feuer"
ILLUSION_SPELL_SCHOOL_NAME "Illusion"
FIGHTER_SPELL_SCHOOL_NAME "Kämpfer"
ARCHER_SPELL_SCHOOL_NAME "Bogenschütze"
VAMPIRE_SPELL_SCHOOL_NAME "Vampir"
CHICKENMANCY_SPELL_SCHOOL_NAME "Hühnermannie"
DWARF_SPELL_SCHOOL_NAME "Zwerg"
ZOMBIE_MAGE_SPELL_SCHOOL_NAME "Zombie-Magier"
PRAYERS_SPELL_SCHOOL_NAME "Gebete"

TO_BE_SMELTED "Zu schmelzen:"
IN_PRODUCTION "In Produktion:"
CONQUER_SOME_VILLAINS "Besiege mehr Schurken, um voranzukommen."
Z_LEVEL "Z-Ebene {1}"
GROUND_LEVEL "Oberfläche"

ENEMIES_MAIN_DUNGEON_NAME "Tempel von Adoxie"
ENEMIES_MAIN_DUNGEON_NAME1 "Ein sehr heißer Ort"
ENEMIES_MAIN_DUNGEON_NAME2 "Unter der Erde"
ENEMIES_ADOXIE_VAULT_NAME "Gewölbe von Adoxie"
ENEMIES_DUNGEON1_NAME "Schwarzer Markt"
ENEMIES_SOKOBAN_NAME "Sokoban"
ENEMIES_ADOXIE_FEET_NAME "Altes Grab"
ENEMIES_WIZARD_TOWER_NAME "Turm eines Magiers"

HELP_TITLE "Gefangene nehmen"
HELP_TITLE1 "Reittiere nutzen"
HELP_TITLE2 "Gebäude und Z-Ebenen"
HELP_TITLE3 "Schadensberechnung"
HELP_TITLE4 "Wachzonen"

FURNITURE_WATER_UNSEENMESSAGE "Du hörst ein Platschen."
DIGGING_WARNING "Grabe in den Berg und beginne mit dem Bau eines Verlieses."
RESOURCE_STORAGE_WARNING "Ein Ressourcenlagerraum wird benötigt."
EQUIPMENT_STORAGE_WARNING "Ein Ausrüstungslagerraum wird benötigt."
LIBRARY_WARNING "Baue eine Bibliothek, um mit der Forschung zu beginnen."
BEDS_WARNING "Du musst Betten für deine Untergebenen bauen."
TRAINING_WARNING "Baue einen Trainingsraum für deine Untergebenen."
TRAINING_UPGRADE_WARNING "Eine Verbesserung des Trainingsraums wird benötigt."
NO_HATCHERY_WARNING "Du musst einen Schweinestall bauen."
WORKSHOP_WARNING "Baue eine Werkstatt, um Ausrüstung und Fallen herzustellen."
NO_WEAPONS_WARNING "Deine Untergebenen brauchen Waffen."
GRAVES_WARNING "Du brauchst einen Friedhof, um Leichname zu sammeln."
CHESTS_WARNING "Du musst Schatztruhen bauen."
NO_PRISON_WARNING "Du musst ein Gefängnis bauen."
LARGER_PRISON_WARNING "Du brauchst ein größeres Gefängnis."
TORTURE_ROOM_WARNING "Du musst einen Folterraum bauen."
MORE_CHESTS_WARNING "Du brauchst mehr Schatztruhen."
DUNGEON_LEVEL_WARNING "Erobere einen feindlichen Stamm, um deine Boshaftigkeit zu steigern."
MORE_LIGHTS_WARNING "Stelle ein paar Fackeln auf, um dein Verlies zu erhellen."
GUARD_POSTS_WARNING "Wachzonen wurden eingerichtet, aber die Wachaktivität ist für keinen Untergebenen aktiviert."

DROP_ITEM_ACTION "fallen lassen"
DROP_MULTI_ITEM_ACTION "einige fallen lassen"
DROP_STEED_ITEM_ACTION "Reittier abmelden"
GIVE_ITEM_ACTION "geben"
PAY_ITEM_ACTION "bezahlen für"
EQUIP_ITEM_ACTION "ausrüsten"
THROW_ITEM_ACTION "werfen"
UNEQUIP_ITEM_ACTION "ablegen"
APPLY_ITEM_ACTION "benutzen"
REPLACE_ITEM_ACTION "ersetzen"
REPLACE_STEED_ITEM_ACTION "Reittier zuweisen"
LOCK_ITEM_ACTION "sperren"
REMOVE_ITEM_ACTION "Gegenstand entfernen"
CHANGE_NUMBER_ITEM_ACTION "Anzahl ändern"
NAME_ITEM_ACTION "benennen"
INTRINSIC_ACTIVATE_ITEM_ACTION "Angriff aktivieren"
INTRINSIC_DEACTIVATE_ITEM_ACTION "Angriff deaktivieren"

IDLE_MINION_ACTIVITY "Leerlauf"
SLEEP_MINION_ACTIVITY "Schlafen"
CONSTRUCTION_MINION_ACTIVITY "Bauen"
DIGGING_MINION_ACTIVITY "Graben"
HAULING_MINION_ACTIVITY "Transportieren"
WORKING_MINION_ACTIVITY "Arbeiten"
EAT_MINION_ACTIVITY "Essen"
EXPLORE_NOCTURNAL_MINION_ACTIVITY "Erkunden (Nacht)"
EXPLORE_CAVES_MINION_ACTIVITY "Höhlen erkunden"
EXPLORE_MINION_ACTIVITY "Erkunden"
RITUAL_MINION_ACTIVITY "Rituale"
CROPS_MINION_ACTIVITY "Ackerbau"
TRAIN_MINION_ACTIVITY "Trainieren"
ARCHERY_MINION_ACTIVITY "Bogenschießplatz"
CRAFT_MINION_ACTIVITY "Handwerken"
STUDY_MINION_ACTIVITY "Studieren"
POETRY_MINION_ACTIVITY "Schöne Künste"
MINION_ABUSE_MINION_ACTIVITY "Untergebene missbrauchen"
COPULATE_MINION_ACTIVITY "Kopulieren"
SPIDER_MINION_ACTIVITY "Netze weben"
GUARDING1_MINION_ACTIVITY "Wachzone 1"
GUARDING2_MINION_ACTIVITY "Wachzone 2"
GUARDING3_MINION_ACTIVITY "Wachzone 3"
DISTILLATION_MINION_ACTIVITY "Brennen"
BE_WHIPPED_MINION_ACTIVITY "Wird ausgepeitscht"
BE_TORTURED_MINION_ACTIVITY "Wird gefoltert"
BE_EXECUTED_MINION_ACTIVITY "Wird hingerichtet"
BE_COOKED_MINION_ACTIVITY "Wird gekocht"
PHYLACTERY_MINION_ACTIVITY "Phylakterium"
PREACHING_MINION_ACTIVITY "Messe halten"
MASS_MINION_ACTIVITY "Messe beiwohnen"
PRAYER_MINION_ACTIVITY "Beten"
HEARING_CONFESSION_MINION_ACTIVITY "Beichte hören"
CONFESSION_MINION_ACTIVITY "Beichten"

DUNGEON_LEVEL_REQUIREMENT "Benötigt mindestens Stufe {1}"
AN_ALARM_SOUNDS_NEAR_YOU "In deiner Nähe ertönt ein Alarm."
AN_ALARM_SOUNDS_IN_THE "In {1} ertönt ein Alarm."

NORTH "Norden"
SOUTH "Süden"
EAST "Osten"
WEST "Westen"
NORTH_EAST "Nordosten"
NORTH_WEST "Nordwesten"
SOUTH_EAST "Südosten"
SOUTH_WEST "Südwesten"

YOU_DONT_HAVE_ENOUGH_GOLD "Du hast nicht genug Gold, um zu bezahlen."
YOU_DONT_HAVE_ENOUGH_GOLD_FOR_EVERYTHING "Du hast nicht genug Gold, um alles zu bezahlen."
CANT_ATTACK_WHILE_PEACEFUL "Du spürst, dass dies deinen Überzeugungen widerspricht."
EXCUSE_ME "Entschuldigung!"
BUT_WAIT "Aber warte!"
THE_ATTACK_IS_HARMLESS "Der Angriff ist harmlos."
IS_NOT_HARMED_BY_FIRE "{1} erleidet keinen Feuerschaden."
IS_NOT_HARMED_BY_COLD "{1} erleidet keinen Kälteschaden."
IS_NOT_HARMED_BY_ACID "{1} erleidet keinen Säureschaden."
YOU_ARE_NOT_HARMED_BY_FIRE "Du erleidest keinen Feuerschaden."
YOU_ARE_NOT_HARMED_BY_COLD "Du erleidest keinen Kälteschaden."
YOU_ARE_NOT_HARMED_BY_ACID "Du erleidest keinen Säureschaden."
SURPRISE_EXCLAMATION "Überraschung!"
YOU_HEAR_A_CRASH "Du hörst ein Krachen."
YOU_CUT_TENTACLE "Du durchtrennst den Krakenarm."
YOU_KILL_KRAKEN "Du hast den Kraken getötet!"
PAY_YOUR_DEBT "\"Bezahle deine Schulden oder ...!\""
YOU_OWE_ME "\"Komm zurück, du schuldest mir {1} Gold!\""
THIEF_THIEF "\"Dieb, Dieb!\""
IT_WAS_JUST_AN_ILLUSION "Es war nur eine Illusion!"
THE_ILLUSION_DISAPPEARS "Die Illusion verschwindet."
HALLUCINATION_MESSAGE "Die Welt explodiert in Farben!"
HALLU_WHILE_BLIND_MESSAGE "Du hast das Gefühl, dass ohne dich eine Party gefeiert wird."
INVISIBLE_WHILE_BLIND_MESSAGE "Du fühlst dich wieder wie ein Kind."
SOMETHING_STINKS_MESSAGE "Der Gestank!"
PORTAL_INACTIVE "Das Portal ist inaktiv. Erschaffe ein weiteres, um eine Verbindung zu öffnen."
SPELL_DIDNT_WORK "Der Zauber wirkte nicht."
NOTHING_HAPPENS "Nichts passiert"
SUMMON_MINIONS_MESSAGE "Die Schafe sind zum Hirten zurückgekehrt."
BAD_STAIRS_MESSAGE "Diese Treppe führt nirgendwo hin."
UPLOADING_BUG_REPORT "Fehlerbericht wird hochgeladen"
FETCHING_BOARD_CONTENTS "Board-Inhalt wird abgerufen"
GENERATING_MAP "Karte wird generiert"
RETIRING_SITE "Ort wird ausgemustert"
AUTOSAVING "Automatisches Speichern"
SAVING_GAME "Spiel wird gespeichert"
INITIALIZING_GAME "Spiel wird initialisiert"
FETCHING_LIST_OF_RETIRED_DUNGEONS "Liste ausgemusterter Verliese wird vom Server abgerufen..."
FETCHING_LIST_OF_ONLINE_MODS "Liste der Online-Mods wird vom Server abgerufen..."
LOADING_GAME "{1} wird geladen"
DOWNLOADING "{1} wird heruntergeladen"
UPLOADING "{1} wird hochgeladen"
CHOOSE_DESTINATION_SITE "Wähle Zielort:"
MINIONS_LEFT_BEHIND_SUNLIGHT "Diese Untergebenen werden aufgrund des Sonnenlichts zurückbleiben. Fortfahren?"
MINIONS_LEFT_BEHIND_TURNED_OFF "Diese Untergebenen werden, weil sie ausgeschaltet sind, zurückbleiben. Fortfahren?"
CHOOSE_NEW_TEAM_LEADER "Wähle neuen Teamleiter:"
ORDER_TEAM_BACK_TO_BASE "Befehl an Team, zur Basis zurückzukehren"
CHOOSE_MINION_TO_ABSORB "Wähle einen Untergebenen zum Absorbieren"
CHOOSE_CREATURE_TO_PLACE "Wähle eine Kreatur zum Platzieren"
ASSIGN_QUARTERS_TO "Diese Quartiere zuweisen an:"
PRISONERS_ESCAPING "Gefangene fliehen!"
ALARM_GOES_OFF "Ein Alarm ertönt."
EFFECT_IS_PERMANENT "Der Effekt ist dauerhaft"
DOUBLE_TROUBLE_MESSAGE "Doppelprobleme!"
FIRE_SPELL_MESSAGE "Ein Flammenturm bricht aus dem Boden!"
YOU_SENSE_BIG_DANGER "Du spürst eine große Gefahr!"
YOU_SENSE_DANGER "Du spürst Gefahr!"
UNNAMED_TRIBE_DESTROYED "Ein unbenannter Stamm wurde vernichtet."
YOU_ARE_A_COWARD "Du bist ein Feigling!"
YOU_ARE_GOING_TO_REGRET "Das wirst du bereuen."
ATTACKING_IN "Angriff in {1} Zügen!"
TOTAL_WEIGHT_LABEL "Gesamtgewicht: {1}"
CAPACITY_LABEL "Kapazität: {1}"
INFINITE_CAPACITY_LABEL "Kapazität: unbegrenzt"
RESEARCH_LEVEL "Stufe {1}"
NEXT_LEVEL_PROGRESS "Fortschritt nächste Stufe: {1}/{2}"
GRID_POSITION "Position: {1}"
MOD_MADE_BY_STEAM_FRIEND "Von deinem Freund {1}"
MAIN_VILLAINS_CONQUERED "{1}/{2} Hauptschurken besiegt"
YOU_ATTACK_TARGET "dich"
LIMITED_TO_N_CREATURES "Begrenzt auf {1} Kreaturen."
APPLY_SQUARE_TASK "Mit Ausrüstung interagieren bei {1}"
EXPLORE_TASK "{1} erkunden"
GO_TO_TASK "Gehe zu {1}"
GO_TO_AND_WAIT_TASK "Gehe zu {1} und warte"
WAIT_TASK "Warte {1} Züge"
PICK_UP_ITEM_TASK "Gegenstand aufheben bei {1}"
CUT_TREE_TASK "{1} fällen bei {2}"
DIG_TASK "{1} graben bei {2}"
FILL_TASK "{1} auffüllen bei {2}"
DESTROY_TASK "{1} zerstören bei {2}"
BESTIARY_HELP_BUTTON "Bestiarium"
ITEMS_HELP_BUTTON "Gegenstände"
SPELL_SCHOOLS_HELP_BUTTON "Zauberschulen"
MINION_MORALE_HINT "Die Moral beeinflusst die Produktivität der Untergebenen und die Wahrscheinlichkeit, dass sie aus der Schlacht fliehen."
KILLING_LEADER_HINT "Das Töten eines Anführers senkt die Moral seines Stammes enorm und stoppt die Einwanderung."
TUTORIAL "Tutorial"
SPELL_RANGE "Reichweite: {1}"
DRILLING_AUTOMATON_NAME "Bohrautomat"
AUTOMATON_CORPUS_NAME "Automatenkörper"
LIGHT_AUTOMATON_CORPUS_NAME "Leichter Automatenkörper"
HEAVY_AUTOMATON_CORPUS_NAME "Schwerer Automatenkörper"
PREINSTALLED_PARTS "Vorinstallierte Teile:"
CLEAR_ALL_UPGRADES "Alle Verbesserungen entfernen"
ADD_TOP_UPGRADES "Die {1} besten Verbesserungen hinzufügen"
USED_SLOTS "Verwendete Plätze: {1}/{2}"
MATERIALIZATION_LABEL "Materialisierung:"
HEALTH_LABEL "Gesundheit:"
SPECIAL_ATTR_BOOST_NAME "{1} Bonus {2}"
SPECIAL_ATTR_LOSS_NAME "{1} Verlust {2}"
SPECIAL_ATTR_BOOST_DESCRIPTION "Erhöht {1} um {2} {3}"
SPECIAL_ATTR_LOSS_DESCRIPTION "Verringert {1} um {2} {3}"
NOT_ENOUGH_UPGRADES "Nicht genug Verbesserungen für die gesamte Charge. Nur auf {1} von {2} Gegenständen anwenden?"
KILLS_LABEL "{1} Tötungen"
CONFIRM_FILE_ERASE "Bist du sicher, dass du {1} löschen möchtest?"
REQUIRES_MORE_LUXURIOUS_QUARTERS "Kreatur benötigt luxuriösere Quartiere, um ihr volles Potenzial zu erreichen."
ENDLESS_ENEMIES_NONE "keine"
ENDLESS_ENEMIES_FROM_START "von Anfang an"
ENDLESS_ENEMIES_AFTER_WINNING "nach dem Sieg"
ENEMY_AGGRESSION_NONE "keine"
ENEMY_AGGRESSION_MODERATE "mäßig"
ENEMY_AGGRESSION_EXTREME "extrem"
EXP_INCREASE_MILD "mild"
EXP_INCREASE_NORMAL "normal"
EXP_INCREASE_EXTREME "extrem"
SUBJECT_GENDER "{1}"
NEW_LINE "{1}
{2}"
SETTING_OFF "aus"
WITCH_CURSE_SCHOOL "Flüche"
WITCH_POLYMORPH_SCHOOL "Gestaltwandel"
WITCH_ANIMALS_SCHOOL "Beschwörung"
WITCH_ANIMATION_SCHOOL "Objekterweckung"



WITCH_CURSE_MESSAGE1 "Du lernst, den Fluch der 'Pest' zu wirken."
WITCH_CURSE_MESSAGE2 "Du lernst, den Fluch des 'Wahnsinns' zu wirken."
WITCH_CURSE_MESSAGE3 "Du lernst, den Fluch der 'Blutung' zu wirken."
WITCH_CURSE_MESSAGE4 "Du lernst, den Fluch der 'Verwandlung' zu wirken."

WITCH_POLYMORPH_MESSAGE1 "Du lernst, die Gestalt einer jungen Frau anzunehmen."
WITCH_POLYMORPH_MESSAGE2 "Du lernst, die Gestalt einer Strix anzunehmen."
WITCH_POLYMORPH_MESSAGE3 "Du lernst, die Gestalt einer Nachtmahr anzunehmen."

WITCH_ANIMALS_MESSAGE1 "Du lernst, Spinnen zu beschwören."
WITCH_ANIMALS_MESSAGE2 "Du lernst, Schlangen zu beschwören."
WITCH_ANIMALS_MESSAGE3 "Du lernst, Eidechsen zu beschwören."
WITCH_ANIMALS_MESSAGE4 "Du lernst, einen Kraken zu beschwören."

WITCH_ANIMATION_MESSAGE1 "Du lernst, kleine Gegenstände zu beleben."
WITCH_ANIMATION_MESSAGE2 "Du lernst, mittlere Gegenstände zu beleben."
WITCH_ANIMATION_MESSAGE3 "Du lernst, Möbel zu beleben."
WITCH_ANIMATION_MESSAGE4 "Du lernst, Wände zu beleben."
TEXT128 "Seite nicht gefunden. Bitte kontaktiere den Mod-Autor."
TEXT129 "Zusätzlich zum Bau deiner Festung unter dem Berg kannst du auch Gebäude im Freien errichten. Gebäude können mehrere Stockwerke haben, und es gibt keine Begrenzung, wie viele Treppen du zwischen den sogenannten Z-Ebenen bauen kannst."
TEXT130 "1. Beginne, indem du irgendwo im Freien einen 'Gebäudeinnenraum' ausweist."
TEXT131 "Sobald dieser gebaut ist, gilt dieser Bereich als überdacht, und du kannst darin alle üblichen Konstruktionen und Möbel platzieren. Du kannst ihn auch mit Mauern umgeben, aber das ist nicht zwingend erforderlich."
TEXT132 "2. Baue nun irgendwo innerhalb deines neuen Gebäudes eine 'Treppe nach oben'. Dadurch erhältst du Zugang zu einer neuen Z-Ebene oberhalb der aktuellen. Es gibt mehrere Möglichkeiten, die Karte dorthin zu verschieben. Benutze Strg + Mausrad, oder klicke auf die Treppe selbst, oder benutze das Z-Ebenen-Menü unter der Minikarte. Du kannst auch die Tasten , und . verwenden oder einen Untergebenen steuern und manuell hinaufgehen."
TEXT133 "Beachte, dass du auch das Z-Ebenen-Menü und die Tastenkombination Strg + Mausrad im Steuerungsmodus verwenden kannst, damit dein Untergebener automatisch zwischen den Z-Ebenen reist."
TEXT134 "3. Platziere Gebäudeinnenraum auf dem Boden deiner neuen Ebene, um dort etwas zu bauen. Beachte auch, dass sich die Topografie der Ebene über mehrere Z-Ebenen erstreckt und du durch die Erkundung 'nach oben' Zugang zu neuen Ressourcen und anderen Belohnungen erhalten kannst."
TEXT135 "Das Reiten von Rossen kann die Kampffähigkeiten deiner Untergebenen verbessern, ihnen Geschwindigkeit verleihen oder die Fortbewegung durch unwegsames Gelände ermöglichen."
TEXT136 "1. Besorge dir einige reitbare Kreaturen wie Pferde, Wölfe oder einen Drachen. Du kannst Reittiere an ihrem Status 'Reittier' erkennen."
TEXT137 "2. Du benötigst einen Untergebenen, der reiten kann. Dein Bewahrer kann dies höchstwahrscheinlich, abhängig von seiner Klasse."
TEXT138 "3. Weise das Reittier deinem Reiter zu. Dies kannst du in der Ausrüstungsliste des Untergebenen-Menüs tun. Möglicherweise wurde ein Reittier bereits automatisch zugewiesen."
TEXT139 "Beachte, dass ein Reiter nur Kreaturen von kompatibler Größe reiten kann. Große Kreaturen können große und riesige Reittiere reiten, während mittelgroße und kleine Kreaturen nur Reittiere genau ihrer Größe reiten können. Zum Beispiel werden die meisten Menschen Pferde und Drachen reiten, Goblins werden Wölfe reiten und Wichtel werden Fledermäuse und Kaninchen reiten."
TEXT140 "4. Der Reiter wird sein Reittier nun immer besteigen, wenn er deine Basis verlässt. Im rundenbasierten Modus kannst du manuell aufsteigen, indem du 'm' drückst oder mit der rechten Maustaste auf dein Reittier klickst und 'Aufsitzen' wählst."
TEXT141 "Je nach den Einstellungen deines Spiels befinden sich die meisten deiner Feinde und Verbündeten wahrscheinlich weit entfernt von deiner Basis."
TEXT142 "TBF"
TEXT143 "Die Höhe des Schadens, den eine Kreatur im Kampf erleidet, hängt von ihrem Verteidigungswert, dem Angriffswert und bestimmten Modifikatoren ab. Verschiedene Angriffsarten verwenden unterschiedliche Attribute als Grundlage: Der meiste Nahkampf verwendet das Schadensattribut, Fernkampfangriffe verwenden Fernkampfschaden und magische Angriffe verwenden Zauberschaden."
TEXT144 "Sobald der Angriffswert bekannt ist, werden spezielle Angriffsboni angewendet. Zum Beispiel haben manche Kreaturen einen höheren Angriff, wenn sie betrunken sind oder gegen bestimmte Feinde wie Untote. Diese Boni erscheinen immer in der Beschreibung der Kreatur."
TEXT145 "Das Opfer verwendet das Verteidigungsattribut als seinen Basisverteidigungswert, und ähnlich wenden wir alle speziellen Verteidigungsboni an, die die Kreatur hat. Danach multiplizieren oder dividieren wir den Wert mit 1,3, wenn die Kreatur gegen die Angriffsart resistent oder anfällig ist. Zum Beispiel ist deine Verteidigung bei magischer Resistenz 30% höher gegen magische Angriffe."
TEXT146 "Wir berechnen auch einen Flankenmultiplikator basierend auf der Anzahl der Feinde, die die Kreatur umzingeln. Für jeden Feind wird der endgültige Verteidigungswert durch 1,07 geteilt. Dies wird durch das Parier-Attribut ausgeglichen, das mit Schilden zunimmt."
TEXT147 "Mit den endgültigen Angriffs- und Verteidigungswerten teilen wir sie durcheinander und wenden eine Schadenskurve an, die letztendlich bestimmt, wie viel Gesundheit das Opfer verliert."
TEXT148 "Wie du sehen kannst, verlierst du deine gesamte Gesundheit, wenn der Angriff 2,2-mal stärker ist als deine Verteidigung, 12%, wenn sie gleich sind, und der Angriff ist harmlos, wenn er 0,6 des Verteidigungswerts oder weniger beträgt."
TEXT149 "Was ab jetzt passiert, hängt stark vom Opfer ab. Kreaturen aus Fleisch, Feuer oder Geist haben einen normalen Gesundheitszähler, von dem der Schaden abgezogen wird. Andere Kreaturen, wie Untote, Golems und Automaten, haben eine Wahrscheinlichkeit, basierend auf der Höhe des Schadens, ein Glied zu verlieren oder zu zerfallen, aber das Spiel verfolgt ihre Gesundheit nicht direkt."
TEXT150 "Das Einrichten von Wachzonen ermöglicht es dir, deine Untergebenen an bestimmten Orten zu postieren, um nach möglichen Eindringlingen Ausschau zu halten."
TEXT151 "1. Wähle eine der drei Farben für eine Wachzone und platziere sie auf der Karte. Du solltest ein einzelnes Feld pro Untergebenem platzieren, der Wache halten soll."
TEXT152 "2. Wähle die Art der Untergebenen aus, die sich um diese Farbe der Wachzone kümmern sollen. Am einfachsten ist es, eine ganze Gruppe auszuwählen, wie alle Goblinkrieger oder alle Nahkampfzwerge. Gehe zum Menü eines der Untergebenen, wähle seine Aktivität und aktiviere die ausgewählte Wachzonen-Aktivität für die gesamte Gruppe."
TEXT153 "Nun gehört das Wachhalten zu den Aktivitäten dieser Gruppe. Es funktioniert am besten, wenn die Gruppe viel größer ist als die Anzahl der platzierten Wachposten, da sie sich abwechseln und auch anderen Aktivitäten nachgehen können."
TEXT154 "Möchtest du deine Arbeitskräfte verstärken oder Feinde für den Kampf an deiner Seite bekehren? Du kannst dies tun, indem du feindliche Kreaturen gefangen nimmst."
TEXT155 "1. Klicke mit der rechten Maustaste auf einen Feind und aktiviere den Befehl zur Gefangennahme. Du wirst bemerken, dass sich die Farbe seiner Gesundheitsleiste auf Weiß ändert."
TEXT156 "2. Kämpfe gegen den Feind, bis er bewusstlos wird. Beachte, dass einige Kreaturen widerstandsfähig gegen Gefangennahme sind und viel schwieriger zu fangen sind als zu töten."
TEXT157 "3. Zurück im Echtzeit-Modus findest du die bewusstlose Kreatur in deiner Einwanderungsliste. Klicke auf sie, um sie zu versklaven."
TEXT158 "4. Dein Gefangener verstärkt nun deine Arbeitskräfte. Um ihn vollständig auf deine Seite zu bekehren, ordne seine Folter an, indem du sein Symbol auf einen Foltertisch ziehst. Der Gefangene hat eine 50%ige Chance, bekehrt zu werden; andernfalls stirbt er."
CAMPAIGN_HELP_TEXT "Willkommen im Kampagnenmodus! Die Welt, die du unten siehst, besteht aus kleineren Karten. Du wirst deine Basis auf einer von ihnen errichten. Es gibt feindliche und freundliche Stämme in deiner Umgebung. Du musst alle als 'Hauptschurken' markierten Feinde besiegen, um das Spiel zu gewinnen. Du kannst an andere Orte reisen, indem du ein Team erstellst und den Reisebefehl verwendest.\n\n\nDie hervorgehobenen Stämme befinden sich innerhalb deiner Einflusszone, was bedeutet, dass du derzeit mit ihnen interagieren kannst (handeln, rekrutieren, angreifen oder angegriffen werden). Je mehr Feinde du besiegst, desto größer wird deine Einflusszone."
TUTORIAL_WELCOME "Willkommen zum Tutorial von KeeperRL!\n\nGemeinsam werden wir ein kleines Verlies bauen und eine Streitmacht aufstellen. In unserer Nähe befindet sich\nein kleines Dorf, das größtenteils von Unschuldigen bewohnt wird, welches wir erobern werden.\n\nDas sollte dich mit dem Spiel vertraut machen!"
TUTORIAL_INTRO "Schauen wir uns ein paar Dinge auf der Karte an. Der kleine Magier in der roten Robe bist du, der Bewahrer.\n\nDenke daran, dass KeeperRL permanenten Tod hat, was bedeutet, dass du das Spiel nach einem Fehlschlag nicht neu laden kannst. Wenn dein Bewahrer stirbt, ist das Spiel vorbei, also sei vorsichtig."
TUTORIAL_INTRO2 "Die vier kleinen Kreaturen sind deine Wichtel. Sie sind hier, um deine Befehle auszuführen. Versuche, mit der Maus über andere Elemente auf der Karte zu fahren und beachte die Hinweise in der unteren rechten Ecke."
